Date,Région,Profil_consommateur,Nb points soutirage,Total énergie soutirée (Wh),Jour max du mois (0/1),Semaine max du mois (0/1),Moyenne_consommation,Mois,Jour,Année
2020-01-10,Centre-Val de Loire,RES2WE,7979.0,232313923.0,0.0,0.0,29115.66900614112,1,10,2020
2020-01-10,Centre-Val de Loire,RES3,10171.0,282191401.0,0.0,0.0,27744.70563366434,1,10,2020
2020-01-10,Centre-Val de Loire,RES4,23294.0,480220708.0,0.0,0.0,20615.639563836183,1,10,2020
2020-01-10,Hauts-de-France,RES1 (+ RES1WE),1207032.0,9122925446.0,0.0,0.0,7558.1471294878675,1,10,2020
2020-01-10,Hauts-de-France,RES11 (+ RES11WE),150877.0,2949388180.0,0.0,0.0,19548.29549898261,1,10,2020
2020-01-10,Hauts-de-France,RES2 (+ RES5),1191149.875,29019449207.0,0.0,0.0,24362.550688258267,1,10,2020
2020-01-10,Hauts-de-France,RES2WE,17885.0,424276504.0,0.0,0.0,23722.477159630977,1,10,2020
2020-01-10,Hauts-de-France,RES3,16499.0,490886521.0,0.0,0.0,29752.501424328748,1,10,2020
2020-01-10,Hauts-de-France,RES4,30669.0,706163059.0,0.0,0.0,23025.304346408426,1,10,2020
2020-01-11,Centre-Val de Loire,RES1 (+ RES1WE),470625.0,3550272329.0,0.0,0.0,7543.739344488712,1,11,2020
2020-01-11,Centre-Val de Loire,RES11 (+ RES11WE),122430.0,2637331066.0,0.0,0.0,21541.542644776608,1,11,2020
2020-01-11,Centre-Val de Loire,RES2 (+ RES5),607656.0,18880357503.0,0.0,0.0,31070.79910837711,1,11,2020
2020-01-11,Centre-Val de Loire,RES2WE,7985.0,277912128.0,0.0,0.0,34804.27401377583,1,11,2020
2020-01-11,Centre-Val de Loire,RES3,10171.0,365415810.0,0.0,0.0,35927.22544489234,1,11,2020
2020-01-11,Centre-Val de Loire,RES4,23293.0,529779357.0,0.0,0.0,22744.14446400206,1,11,2020
2020-01-11,Hauts-de-France,RES1 (+ RES1WE),1206991.0,9853611352.0,0.0,0.0,8163.781960263167,1,11,2020
2020-01-11,Hauts-de-France,RES11 (+ RES11WE),150901.0,3217126073.0,0.0,0.0,21319.44833367572,1,11,2020
2020-01-11,Hauts-de-France,RES2 (+ RES5),1191097.9166666667,32099343919.0,0.0,0.0,26949.374581085027,1,11,2020
2020-01-11,Hauts-de-France,RES2WE,17891.0,516069960.0,0.0,0.0,28845.22720921133,1,11,2020
2020-01-11,Hauts-de-France,RES3,16498.0,607622040.0,0.0,0.0,36830.04242938538,1,11,2020
2020-01-11,Hauts-de-France,RES4,30666.0,779303142.0,0.0,0.0,25412.61142633536,1,11,2020
2020-01-12,Centre-Val de Loire,RES1 (+ RES1WE),470603.25,3719086569.0,0.0,0.0,7902.806810195212,1,12,2020
2020-01-12,Centre-Val de Loire,RES11 (+ RES11WE),122424.0,2759296574.0,0.0,0.0,22538.85328040253,1,12,2020
2020-01-12,Centre-Val de Loire,RES2 (+ RES5),607643.0,19755171608.0,0.0,0.0,32511.14817088324,1,12,2020
2020-01-12,Centre-Val de Loire,RES2WE,7986.0,271003699.0,0.0,0.0,33934.84835962935,1,12,2020
2020-01-12,Centre-Val de Loire,RES3,10170.0,409963736.0,0.0,0.0,40311.08515240905,1,12,2020
2020-01-12,Centre-Val de Loire,RES4,23293.0,567036606.0,0.0,0.0,24343.64856394625,1,12,2020
2020-01-12,Hauts-de-France,RES1 (+ RES1WE),1206941.9166666667,10320614233.0,0.0,0.0,8551.044661290314,1,12,2020
2020-01-12,Hauts-de-France,RES11 (+ RES11WE),150904.0,3365317183.0,0.0,0.0,22301.046910618672,1,12,2020
2020-01-12,Hauts-de-France,RES2 (+ RES5),1191087.9166666667,33568376123.0,0.0,0.0,28182.95413233909,1,12,2020
2020-01-12,Hauts-de-France,RES2WE,17892.0,503041100.0,0.0,0.0,28115.420299575228,1,12,2020
2020-01-12,Hauts-de-France,RES3,16497.0,676796490.0,0.0,0.0,41025.42825968358,1,12,2020
2020-01-12,Hauts-de-France,RES4,30666.0,834773327.0,0.0,0.0,27221.46112958977,1,12,2020
2020-01-13,Centre-Val de Loire,RES1 (+ RES1WE),470657.0,3406277536.0,0.0,0.0,7237.282216136167,1,13,2020
2020-01-13,Centre-Val de Loire,RES11 (+ RES11WE),122440.0,2610387066.0,0.0,0.0,21319.724485462262,1,13,2020
2020-01-13,Centre-Val de Loire,RES2 (+ RES5),607697.0,18880670011.0,0.0,0.0,31069.21707857699,1,13,2020
2020-01-13,Centre-Val de Loire,RES2WE,7993.0,235826615.0,0.0,0.0,29504.14300012511,1,13,2020
2020-01-13,Centre-Val de Loire,RES3,10167.0,311381808.0,0.0,0.0,30626.714665092943,1,13,2020
2020-01-13,Centre-Val de Loire,RES4,23290.0,569732213.0,0.0,0.0,24462.525246887075,1,13,2020
2020-01-13,Hauts-de-France,RES1 (+ RES1WE),1207013.0416666667,9453134782.0,0.0,0.0,7831.841459597595,1,13,2020
2020-01-13,Hauts-de-France,RES11 (+ RES11WE),150973.0,3184624783.0,0.0,0.0,21094.002126208,1,13,2020
2020-01-13,Hauts-de-France,RES2 (+ RES5),1191205.9583333333,32090951066.0,0.0,0.0,26939.884611473743,1,13,2020
2020-01-13,Hauts-de-France,RES2WE,17912.0,430433155.0,0.0,0.0,24030.435183117464,1,13,2020
2020-01-13,Hauts-de-France,RES3,16496.0,541356381.0,0.0,0.0,32817.433377788555,1,13,2020
2020-01-13,Hauts-de-France,RES4,30660.0,838710950.0,0.0,0.0,27355.21689497717,1,13,2020
2020-01-14,Centre-Val de Loire,RES1 (+ RES1WE),470646.0,3302113088.0,0.0,0.0,7016.129082155166,1,14,2020
2020-01-14,Centre-Val de Loire,RES11 (+ RES11WE),122479.0,2488238626.0,0.0,0.0,20315.634729218888,1,14,2020
2020-01-14,Centre-Val de Loire,RES2 (+ RES5),607697.0,17903113847.0,0.0,0.0,29460.59277403048,1,14,2020
2020-01-14,Centre-Val de Loire,RES2WE,8000.0,222940466.0,0.0,0.0,27867.55825,1,14,2020
2020-01-14,Centre-Val de Loire,RES3,10165.0,333599884.0,0.0,0.0,32818.48342351205,1,14,2020
2020-01-14,Centre-Val de Loire,RES4,23286.0,511925097.0,0.0,0.0,21984.243622777634,1,14,2020
2020-01-14,Hauts-de-France,RES1 (+ RES1WE),1207050.0,9166270800.0,0.0,0.0,7593.944575618243,1,14,2020
2020-01-14,Hauts-de-France,RES11 (+ RES11WE),151046.0,3035636614.0,0.0,0.0,20097.43133879745,1,14,2020
2020-01-14,Hauts-de-France,RES2 (+ RES5),1191234.0,30423275696.0,0.0,0.0,25539.294291465823,1,14,2020
2020-01-14,Hauts-de-France,RES2WE,17923.0,406823399.0,0.0,0.0,22698.39864977961,1,14,2020
2020-01-14,Hauts-de-France,RES3,16489.0,556992600.0,0.0,0.0,33779.64703741889,1,14,2020
2020-01-14,Hauts-de-France,RES4,30658.0,753764881.0,0.0,0.0,24586.23788244504,1,14,2020
2020-01-15,Centre-Val de Loire,RES1 (+ RES1WE),470634.0,3337749950.0,0.0,0.0,7092.028943935203,1,15,2020
2020-01-15,Centre-Val de Loire,RES11 (+ RES11WE),122509.0,2428483630.0,0.0,0.0,19822.89978695443,1,15,2020
2020-01-15,Centre-Val de Loire,RES2 (+ RES5),607723.0,17240743201.0,0.0,0.0,28369.410407373096,1,15,2020
2020-01-15,Centre-Val de Loire,RES2WE,8009.0,218980124.0,0.0,0.0,27341.75602447247,1,15,2020
2020-01-15,Centre-Val de Loire,RES3,10163.0,272745277.0,0.0,0.0,26837.08324313687,1,15,2020
2020-01-15,Centre-Val de Loire,RES4,23279.0,481401468.0,0.0,0.0,20679.64551741913,1,15,2020
2020-01-15,Hauts-de-France,RES1 (+ RES1WE),1207163.0,9265756321.0,0.0,0.0,7675.646388267367,1,15,2020
2020-01-15,Hauts-de-France,RES11 (+ RES11WE),151116.0,2964585502.0,0.0,0.0,19617.945829693745,1,15,2020
2020-01-15,Hauts-de-France,RES2 (+ RES5),1191305.5416666667,29307559585.0,0.0,0.0,24601.21149440636,1,15,2020
2020-01-15,Hauts-de-France,RES2WE,17935.0,400184887.0,0.0,0.0,22313.068692500696,1,15,2020
2020-01-15,Hauts-de-France,RES3,16486.0,476154617.0,0.0,0.0,28882.36182215213,1,15,2020
2020-01-15,Hauts-de-France,RES4,30651.0,709588687.0,0.0,0.0,23150.58846367166,1,15,2020
2020-01-16,Centre-Val de Loire,RES1 (+ RES1WE),470615.0,3244521948.0,0.0,0.0,6894.217030906368,1,16,2020
2020-01-16,Centre-Val de Loire,RES11 (+ RES11WE),122523.0,2369089554.0,0.0,0.0,19335.87615386499,1,16,2020
2020-01-16,Centre-Val de Loire,RES2 (+ RES5),607698.0,16963877939.0,0.0,0.0,27914.980696003608,1,16,2020
2020-01-16,Centre-Val de Loire,RES2WE,8023.0,229915966.0,0.0,0.0,28657.106568615232,1,16,2020
2020-01-16,Centre-Val de Loire,RES3,10161.0,317457246.0,0.0,0.0,31242.71685857691,1,16,2020
2020-01-16,Centre-Val de Loire,RES4,23270.0,463072035.0,0.0,0.0,19899.95853029652,1,16,2020
2020-01-16,Hauts-de-France,RES1 (+ RES1WE),1207212.0,9007802669.0,0.0,0.0,7461.657661620328,1,16,2020
2020-01-16,Hauts-de-France,RES11 (+ RES11WE),151169.0,2894710624.0,0.0,0.0,19148.83755267284,1,16,2020
2020-01-16,Hauts-de-France,RES2 (+ RES5),1191312.8541666667,28847120185.0,0.0,0.0,24214.56302104521,1,16,2020
2020-01-16,Hauts-de-France,RES2WE,17958.0,420142384.0,0.0,0.0,23395.83383450273,1,16,2020
